"name","pos","sourceName","name_espn","team_espn","positionRank","overallRank","points","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds"
"JAREDGOFF","QB","espn","Jared Goff","LA",47,332,"121",374.9,220.4,2486.1,10.4,11,10.3,40.7,0.4,0,0,0
"JASONMYERS","K","espn","Jason Myers","JAC",18,333,"120.9",0,0,0,0,0,0,0,0,0,0,0
"CAIROSANTOS","K","espn","Cairo Santos","KC",19,334,"120.8",0,0,0,0,0,0,0,0,0,0,0
"DELANIEWALKER","TE","espn","Delanie Walker","TEN",68,335,"120.7",0,0,0,0,0,0,0,0,70.2,865.2,5.8
"DUSTINHOPKINS","K","espn","Dustin Hopkins","WAS",20,336,"120.5",0,0,0,0,0,0,0,0,0,0,0
"ARIZONACARDINALS","DST","espn","Arizona Cardinals","ARZ",23,337,"120.5",0,0,0,0,0,0,0,0,0,0,0
"TREVORSIEMIAN","QB","espn","Trevor Siemian","DEN",48,338,"120.4",346.8,194.8,2196.6,12.3,14.2,24.8,101.5,1,0,0,0
"COBYFLEENER","TE","espn","Coby Fleener","NO",69,339,"120.3",0,0,0,0,0,0,0,0,69.9,804.5,6.7
"DUKEJOHNSON","RB","espn","Duke Johnson Jr.","CLE",92,340,"120.1",0,0,0,0,0,135,547.5,3.3,50.5,398.6,1.4
"VERNONDAVIS","TE","espn","Vernon Davis","WAS",70,341,"12.5",0,0,0,0,0,0,0,0,7.7,84.7,0.8
"JAREDABBREDERIS","WR","espn","Jared Abbrederis","GB",89,342,"12.2",0,0,0,0,0,0,0,0,6.4,84,0.7
"TJYELDON","RB","espn","T.J. Yeldon","JAC",93,343,"119.2",0,0,0,0,0,155,645.7,3.7,35.7,274.8,1.4
"DANCARPENTER","K","espn","Dan Carpenter","BUF",21,344,"118.8",0,0,0,0,0,0,0,0,0,0,0
"KEVINWHITE","WR","espn","Kevin White","CHI",90,345,"118.4",0,0,0,0,0,0,0,0,61.1,888.6,5.1
"MIKENUGENT","K","espn","Mike Nugent","CIN",22,346,"118",0,0,0,0,0,0,0,0,0,0,0
"JOSHLAMBO","K","espn","Josh Lambo","SD",23,347,"117.9",0,0,0,0,0,0,0,0,0,0,0
"CHRISIVORY","RB","espn","Chris Ivory","JAC",94,348,"117.5",0,0,0,0,0,163.7,718.5,5,20.3,142.6,0.7
"NICKFOLK","K","espn","Nick Folk","NYJ",24,349,"117.4",0,0,0,0,0,0,0,0,0,0,0
"SEBASTIANJANIKOWSKI","K","espn","Sebastian Janikowski","OAK",25,350,"117.2",0,0,0,0,0,0,0,0,0,0,0
"BRANDONMCMANUS","K","espn","Brandon McManus","DEN",26,351,"117.1",0,0,0,0,0,0,0,0,0,0,0
"ZACHERTZ","TE","espn","Zach Ertz","PHI",71,352,"117",0,0,0,0,0,0,0,0,72.3,850,5.4
"NEWYORKJETS","DST","espn","New York Jets","NYJ",24,353,"116.8",0,0,0,0,0,0,0,0,0,0,0
"TRAVISKELCE","TE","espn","Travis Kelce","KC",72,354,"116.1",0,0,0,0,0,0,0,0,80.9,881.6,5
"CODYPARKEY","K","espn","Cody Parkey","PHI",27,355,"116.1",0,0,0,0,0,0,0,0,0,0,0
"SEATTLESEAHAWKS","DST","espn","Seattle Seahawks","SEA",25,356,"116.1",0,0,0,0,0,0,0,0,0,0,0
"ISAIAHCROWELL","RB","espn","Isaiah Crowell","CLE",95,357,"115.8",0,0,0,0,0,181.1,734.7,4.7,15.8,120.4,0.5
"GARYBARNIDGE","TE","espn","Gary Barnidge","CLE",73,358,"115.6",0,0,0,0,0,0,0,0,66.5,839.3,5.5
"STERLINGSHEPARD","WR","espn","Sterling Shepard","NYG",91,359,"115",0,0,0,0,0,0,0,0,68,852,4.9
"HOUSTONTEXANS","DST","espn","Houston Texans","HOU",26,360,"114.3",0,0,0,0,0,0,0,0,0,0,0
"CONNORBARTH","K","espn","Connor Barth","NO",28,361,"114.1",0,0,0,0,0,0,0,0,0,0,0
"MICHAELTHOMAS","WR","espn","Michael Thomas","NO",92,362,"114",0,0,0,0,0,0,0,0,58.9,780.1,6
"BUFFALOBILLS","DST","espn","Buffalo Bills","BUF",27,363,"113.9",0,0,0,0,0,0,0,0,0,0,0
"DEVANTEPARKER","WR","espn","DeVante Parker","MIA",93,364,"113.8",0,0,0,0,0,0,0,0,58,846.1,5
"CHARLESSIMS","RB","espn","Charles Sims","TB",96,365,"112.7",0,0,0,0,0,105.9,438.8,2.4,54.7,460.3,1.9
"WILLIESNEAD","WR","espn","Willie Snead","NO",94,366,"112.7",0,0,0,0,0,0,0,0,68.3,870,4.4
"KANSASCITYCHIEFS","DST","espn","Kansas City Chiefs","KC",28,367,"112.7",0,0,0,0,0,0,0,0,0,0,0
"THEORIDDICK","RB","espn","Theo Riddick","DET",97,368,"111.6",0,0,0,0,0,63.6,257.2,1.9,69,599.6,2.8
"OAKLANDRAIDERS","DST","espn","Oakland Raiders","OAK",29,369,"111.6",0,0,0,0,0,0,0,0,0,0,0
"PATRICKMURRAY","K","espn","Patrick Murray","CLE",29,370,"110.9",0,0,0,0,0,0,0,0,0,0,0
"TAVONAUSTIN","WR","espn","Tavon Austin","LA",95,371,"110.8",0,0,0,0,0,42.5,216,1.5,66.2,648.8,2.4
"STLOUISRAMS","DST","espn","St. Louis Rams","STL",30,372,"110.8",0,0,0,0,0,0,0,0,0,0,0
"PHILDAWSON","K","espn","Phil Dawson","SF",30,373,"110.4",0,0,0,0,0,0,0,0,0,0,0
"ANDREWFRANKS","K","espn","Andrew Franks","MIA",31,374,"110",0,0,0,0,0,0,0,0,0,0,0
"LEESMITH","TE","espn","Lee Smith","OAK",74,375,"11.9",0,0,0,0,0,0,0,0,7.1,77,0.8
"RONNIEHILLMAN","RB","espn","Ronnie Hillman","DEN",98,376,"11.4",0,0,0,0,0,17,68.3,0.5,3.7,27.3,0.1
"GAVINESCOBAR","TE","espn","Gavin Escobar","DAL",75,377,"11.1",0,0,0,0,0,0,0,0,6.7,74.1,0.7
"VINCENTJACKSON","WR","espn","Vincent Jackson","TB",96,378,"109.2",0,0,0,0,0,0,0,0,51.4,784,5.2
"JUSTINFORSETT","RB","espn","Justin Forsett","BAL",99,379,"108.3",0,0,0,0,0,145.1,659.4,3.5,27.1,183.5,0.7
"MOHAMEDSANU","WR","espn","Mohamed Sanu","ATL",97,380,"107.5",0,0,0,0,0,5.8,36.3,0.2,65.3,770.9,4.4
"RYANSUCCOP","K","espn","Ryan Succop","TEN",32,381,"107.2",0,0,0,0,0,0,0,0,0,0,0
"BILALPOWELL","RB","espn","Bilal Powell","NYJ",100,382,"107.1",0,0,0,0,0,127.6,521.5,2.7,42.7,338.2,1.3
"DEVINFUNCHESS","WR","espn","Devin Funchess","CAR",98,383,"107.1",0,0,0,0,0,0,0,0,52,712.5,6
"COREYCOLEMAN","WR","espn","Corey Coleman","CLE",99,384,"106.2",0,0,0,0,0,3.7,23.6,0.1,66,802.7,3.9
"ALLENHURNS","WR","espn","Allen Hurns","JAC",100,385,"105.5",0,0,0,0,0,0,0,0,55.7,762.7,5.1
"JASONWITTEN","TE","espn","Jason Witten","DAL",76,386,"105.5",0,0,0,0,0,0,0,0,71.8,758.5,5.1
"ANTONIOGATES","TE","espn","Antonio Gates","SD",77,387,"105.3",0,0,0,0,0,0,0,0,60.9,704.8,5.8
"JULIUSTHOMAS","TE","espn","Julius Thomas","JAC",78,388,"104.8",0,0,0,0,0,0,0,0,62.7,670.8,6.3
"TRAVISBENJAMIN","WR","espn","Travis Benjamin","SD",101,389,"104.5",0,0,0,0,0,0,0,0,52.4,777.2,4.2
"DEVONTAEBOOKER","RB","espn","Devontae Booker","DEN",101,390,"104.4",0,0,0,0,0,140.1,580.4,4.6,22.6,177.6,0.6
"JOSHGORDON","WR","espn","Josh Gordon","CLE",102,391,"103.2",0,0,0,0,0,0,0,0,52,805.6,3.9
"TAMPABAYBUCCANEERS","DST","espn","Tampa Bay Buccaneers","TB",31,392,"102.9",0,0,0,0,0,0,0,0,0,0,0
"WILLFULLER","WR","espn","Will Fuller","HOU",103,393,"102.2",0,0,0,0,0,2.2,13.7,0.1,49.8,759.2,4.4
"BALTIMORERAVENS","DST","espn","Baltimore Ravens","BAL",32,394,"102",0,0,0,0,0,0,0,0,0,0,0
"DAKPRESCOTT","QB","espn","Dak Prescott","DAL",49,395,"101.7",202.8,125.2,1474.5,9.9,5.9,26.4,133.3,0.9,0,0,0
"DARRENSPROLES","RB","espn","Darren Sproles","PHI",102,396,"101.1",0,0,0,0,0,71.8,326.5,2.4,52.2,432,1.4
"STEFONDIGGS","WR","espn","Stefon Diggs","MIN",104,397,"101.1",0,0,0,0,0,4.3,27.3,0.1,61.1,753.8,4
"PIERREGARCON","WR","espn","Pierre Garcon","WAS",105,398,"100.6",0,0,0,0,0,0,0,0,60.7,721.4,4.7
"MARKUSWHEATON","WR","espn","Markus Wheaton","PIT",106,399,"100.3",0,0,0,0,0,0,0,0,53.8,735.9,4.3
"JEFFDRISKEL","QB","espn","Jeff Driskel","SF",50,400,"10.2",38.1,20.8,208.5,1,1.5,4.2,14.3,0.1,0,0,0
"DEMETRIUSHARRIS","TE","espn","Demetrius Harris","KC",79,401,"10",0,0,0,0,0,0,0,0,6.5,71.3,0.5
"CEDRICPEERMAN","RB","espn","Cedric Peerman","CIN",103,402,"1.7",0,0,0,0,0,4.4,17,0.1,0,0,0
"JEROMEFELTON","RB","espn","Jerome Felton","BUF",104,403,"1.6",0,0,0,0,0,0,0,0,1.6,11.8,0.1
"SCOTTTOLZIEN","QB","espn","Scott Tolzien","IND",51,404,"0.5",3.1,1.8,20.2,0.2,0.1,0.1,0.5,0,0,0,0
"DEREKANDERSON","QB","espn","Derek Anderson","CAR",52,405,"0.4",2.7,1.6,17.1,0.1,0.1,0.1,0.4,0,0,0,0
"CHADHENNE","QB","espn","Chad Henne","JAC",53,406,"0.4",3,1.7,19,0.1,0.1,0.1,0.5,0,0,0,0
"RYANNASSIB","QB","espn","Ryan Nassib","NYG",54,407,"0.4",2.9,1.7,19.3,0.1,0.1,0.1,0.5,0,0,0,0
"MATTMCGLOIN","QB","espn","Matt McGloin","OAK",55,408,"0.4",2.8,1.7,18.5,0.1,0.1,0.1,0.4,0,0,0,0
"BRETTHUNDLEY","QB","espn","Brett Hundley","GB",56,409,"0.4",2.9,1.7,18.8,0.2,0.1,0.1,0.4,0,0,0,0
"TREVONEBOYKIN","QB","espn","Trevone Boykin","SEA",57,410,"0.4",2.6,1.5,16.6,0.1,0.1,0.1,0.4,0,0,0,0
"LUKEMCCOWN","QB","espn","Luke McCown","NO",58,411,"0.3",3.1,1.9,20.6,0.1,0.1,0.1,0.5,0,0,0,0
"COLTMCCOY","QB","espn","Colt McCoy","WAS",59,412,"0.3",2.9,1.8,19.6,0.1,0.1,0.1,0.4,0,0,0,0
"JOEWEBB","QB","espn","Joe Webb","CAR",60,413,"0.3",0,0,0,0,0,0,0,0,0,0,0
"RYANMALLETT","QB","espn","Ryan Mallett","BAL",61,414,"0.3",3,1.8,19.8,0.1,0.1,0.1,0.5,0,0,0,0
"MIKEGLENNON","QB","espn","Mike Glennon","TB",62,415,"0.3",2.8,1.6,18.1,0.1,0.1,0.1,0.4,0,0,0,0
"AJMCCARRON","QB","espn","AJ McCarron","CIN",63,416,"0.3",2.6,1.5,17,0.1,0.1,0.1,0.4,0,0,0,0
"CHRISTIANHACKENBERG","QB","espn","Christian Hackenberg","NYJ",64,417,"0.3",2.5,1.4,14.7,0.1,0.1,0.1,0.4,0,0,0,0
"SHAUNHILL","QB","espn","Shaun Hill","MIN",65,418,"0.2",2.5,1.5,17,0.1,0.1,0.1,0.4,0,0,0,0
"MATTSCHAUB","QB","espn","Matt Schaub","ATL",66,419,"0.2",3,1.8,20.1,0.1,0.1,0.1,0.4,0,0,0,0
"DANORLOVSKY","QB","espn","Dan Orlovsky","DET",67,420,"0.2",3.2,1.9,21.6,0.1,0.1,0.1,0.5,0,0,0,0
"MATTMOORE","QB","espn","Matt Moore","MIA",68,421,"0.2",3,1.7,19.7,0.1,0.1,0.1,0.4,0,0,0,0
"NICKFOLES","QB","espn","Nick Foles","KC",69,422,"0.2",2.7,1.6,17.5,0.1,0.1,0.1,0.4,0,0,0,0
"ZACHMETTENBERGER","QB","espn","Zach Mettenberger","SD",70,423,"0.2",3,1.8,19.9,0.1,0.1,0.1,0.5,0,0,0,0
"JACOBYBRISSETT","QB","espn","Jacoby Brissett","NE",71,424,"0.1",0.8,0.5,4.9,0,0,0,0.1,0,0,0,0
"MIKEVICK","QB","espn","Mike Vick","PIT",72,425,"0",0,0,0,0,0,0,0,0,0,0,0
"KELLENCLEMENS","QB","espn","Kellen Clemens","SD",73,426,"0",0,0,0,0,0,0,0,0,0,0,0
"TARVARISJACKSON","QB","espn","Tarvaris Jackson","SEA",74,427,"0",0,0,0,0,0,0,0,0,0,0,0
"CHARLIEWHITEHURST","QB","espn","Charlie Whitehurst","IND",75,428,"0",0,0,0,0,0,0,0,0,0,0,0
"BRUCEGRADKOWSKI","QB","espn","Bruce Gradkowski","PIT",76,429,"0",0,0,0,0,0,0,0,0,0,0,0
"JOSHJOHNSON","QB","espn","Josh Johnson","BAL",77,430,"0",0,0,0,0,0,0,0,0,0,0,0
"MATTFLYNN","QB","espn","Matt Flynn","NO",78,431,"0",0,0,0,0,0,0,0,0,0,0,0
"JOSHFREEMAN","QB","espn","Josh Freeman","IND",79,432,"0",0,0,0,0,0,0,0,0,0,0,0
"JIMMYCLAUSEN","QB","espn","Jimmy Clausen","BAL",80,433,"0",0,0,0,0,0,0,0,0,0,0,0
"TIMTEBOW","QB","espn","Tim Tebow","FA",81,434,"0",0,0,0,0,0,0,0,0,0,0,0
"DANLEFEVOUR","QB","espn","Dan LeFevour","TB",82,435,"0",0,0,0,0,0,0,0,0,0,0,0
"THADDEUSLEWIS","QB","espn","Thaddeus Lewis","SF",83,436,"0",0,0,0,0,0,0,0,0,0,0,0
"CHRISTIANPONDER","QB","espn","Christian Ponder","SF",84,437,"0",0,0,0,0,0,0,0,0,0,0,0
"TJYATES","QB","espn","T.J. Yates","HOU",85,438,"0",0,0,0,0,0,0,0,0,0,0,0
"JERRODJOHNSON","QB","espn","Jerrod Johnson","BAL",86,439,"0",0,0,0,0,0,0,0,0,0,0,0
"BRANDONWEEDEN","QB","espn","Brandon Weeden","HOU",87,440,"0",0,0,0,0,0,0,0,0,0,0,0
"KELLENMOORE","QB","espn","Kellen Moore","DAL",88,441,"0",0,0,0,0,0,0,0,0,0,0,0
"RYANLINDLEY","QB","espn","Ryan Lindley","IND",89,442,"0",0,0,0,0,0,0,0,0,0,0,0
"AUSTINDAVIS","QB","espn","Austin Davis","CLE",90,443,"0",0,0,0,0,0,0,0,0,0,0,0
"MATTSIMMS","QB","espn","Matt Simms","ATL",91,444,"0",0,0,0,0,0,0,0,0,0,0,0
"ALEXTANNEY","QB","espn","Alex Tanney","TEN",92,445,"0",0,0,0,0,0,0,0,0,0,0,0
"SEANRENFREE","QB","espn","Sean Renfree","ATL",93,446,"0",0,0,0,0,0,0,0,0,0,0,0
"ZACDYSERT","QB","espn","Zac Dysert","MIA",94,447,"0",0,0,0,0,0,0,0,0,0,0,0
"MATTBARKLEY","QB","espn","Matt Barkley","ARZ",95,448,"0",0,0,0,0,0,0,0,0,0,0,0
"RYANGRIFFIN","QB","espn","Ryan Griffin","TB",96,449,"0",0,0,0,0,0,0,0,0,0,0,0
"TYLERBRAY","QB","espn","Tyler Bray","KC",97,450,"0",0,0,0,0,0,0,0,0,0,0,0
"JOHNNYMANZIEL","QB","espn","Johnny Manziel","CLE",98,451,"0",0,0,0,0,0,0,0,0,0,0,0
"TAJHBOYD","QB","espn","Tajh Boyd","PIT",99,452,"0",0,0,0,0,0,0,0,0,0,0,0
"LOGANTHOMAS","QB","espn","Logan Thomas","NYG",100,453,"0",0,0,0,0,0,0,0,0,0,0,0
"DAVIDFALES","QB","espn","David Fales","CHI",101,454,"0",0,0,0,0,0,0,0,0,0,0,0
"KEITHWENNING","QB","espn","Keith Wenning","CIN",102,455,"0",0,0,0,0,0,0,0,0,0,0,0
"AARONMURRAY","QB","espn","Aaron Murray","KC",103,456,"0",0,0,0,0,0,0,0,0,0,0,0
"MATTBLANCHARD","QB","espn","Matt Blanchard","CHI",104,457,"0",0,0,0,0,0,0,0,0,0,0,0
"DUSTINVAUGHAN","QB","espn","Dustin Vaughan","PIT",105,458,"0",0,0,0,0,0,0,0,0,0,0,0
"CONNORSHAW","QB","espn","Connor Shaw","CHI",106,459,"0",0,0,0,0,0,0,0,0,0,0,0
"BRYCEPETTY","QB","espn","Bryce Petty","NYJ",107,460,"0",0,0,0,0,0,0,0,0,0,0,0
"DYLANTHOMPSON","QB","espn","Dylan Thompson","LA",108,461,"0",0,0,0,0,0,0,0,0,0,0,0
"SEANMANNION","QB","espn","Sean Mannion","LA",109,462,"0",0,0,0,0,0,0,0,0,0,0,0
"GARRETTGRAYSON","QB","espn","Garrett Grayson","NO",110,463,"0",0,0,0,0,0,0,0,0,0,0,0
"CONNORCOOK","QB","espn","Connor Cook","OAK",111,464,"0",0,0,0,0,0,0,0,0,0,0,0
"CARDALEJONES","QB","espn","Cardale Jones","BUF",112,465,"0",0,0,0,0,0,0,0,0,0,0,0
"KEVINHOGAN","QB","espn","Kevin Hogan","KC",113,466,"0",0,0,0,0,0,0,0,0,0,0,0
"NATESUDFELD","QB","espn","Nate Sudfeld","WAS",114,467,"0",0,0,0,0,0,0,0,0,0,0,0
"JAKERUDOCK","QB","espn","Jake Rudock","DET",115,468,"0",0,0,0,0,0,0,0,0,0,0,0
"BRANDONALLEN","QB","espn","Brandon Allen","JAC",116,469,"0",0,0,0,0,0,0,0,0,0,0,0
"BRANDONDOUGHTY","QB","espn","Brandon Doughty","MIA",117,470,"0",0,0,0,0,0,0,0,0,0,0,0
"TAYLORHEINICKE","QB","espn","Taylor Heinicke","MIN",118,471,"0",0,0,0,0,0,0,0,0,0,0,0
"STEPHENMORRIS","QB","espn","Stephen Morris","IND",119,472,"0",0,0,0,0,0,0,0,0,0,0,0
"STEVENJACKSON","RB","espn","Steven Jackson","NE",105,473,"0",0,0,0,0,0,0,0,0,0,0,0
"FREDJACKSON","RB","espn","Fred Jackson","SEA",106,474,"0",0,0,0,0,0,0,0,0,0,0,0
"MARSHAWNLYNCH","RB","espn","Marshawn Lynch","SEA",107,475,"0",0,0,0,0,0,0,0,0,0,0,0
"AHMADBRADSHAW","RB","espn","Ahmad Bradshaw","IND",108,476,"0",0,0,0,0,0,0,0,0,0,0,0
"PIERRETHOMAS","RB","espn","Pierre Thomas","WAS",109,477,"0",0,0,0,0,0,0,0,0,0,0,0
"RAYRICE","RB","espn","Ray Rice","FA",110,478,"0",0,0,0,0,0,0,0,0,0,0,0
"JORVORSKIELANE","RB","espn","Jorvorskie Lane","TB",111,479,"0",0,0,0,0,0,0,0,0,0,0,0
"KNOWSHONMORENO","RB","espn","Knowshon Moreno","FA",112,480,"0",0,0,0,0,0,0,0,0,0,0,0
"MARCUSTHIGPEN","RB","espn","Marcus Thigpen","BUF",113,481,"0",0,0,0,0,0,0,0,0,0,0,0
"DARRELYOUNG","RB","espn","Darrel Young","CHI",114,482,"0",0,0,0,0,0,0,0,0,0,0,0
"ANTONESMITH","RB","espn","Antone Smith","NYJ",115,483,"0",0,0,0,0,0,0,0,0,0,0,0
"BENTATE","RB","espn","Ben Tate","PIT",116,484,"0",0,0,0,0,0,0,0,0,0,0,0
"TOBYGERHART","RB","espn","Toby Gerhart","JAC",117,485,"0",0,0,0,0,0,0,0,0,0,0,0
"BOOBIEDIXON","RB","espn","Boobie Dixon","BUF",118,486,"0",0,0,0,0,0,0,0,0,0,0,0
"JOIQUEBELL","RB","espn","Joique Bell","DET",119,487,"0",0,0,0,0,0,0,0,0,0,0,0
"JERRICHOCOTCHERY","WR","espn","Jerricho Cotchery","CAR",107,488,"0",0,0,0,0,0,0,0,0,0,0,0
"WESWELKER","WR","espn","Wes Welker","LA",108,489,"0",0,0,0,0,0,0,0,0,0,0,0
"RODDYWHITE","WR","espn","Roddy White","ATL",109,490,"0",0,0,0,0,0,0,0,0,0,0,0
"JOSHUACRIBBS","WR","espn","Joshua Cribbs","IND",110,491,"0",0,0,0,0,0,0,0,0,0,0,0
